irn,TAXON,ClaCurrentlyAccepted,currentName_irn,ClaKingdom,ClaPhylum,ClaSubphylum,ClaClass,ClaSubclass,ClaSuperorder,ClaOrder,ClaSuborder,ClaInfraorder,ClaSuperfamily,ClaFamily,ClaSubfamily,ClaTribe,ClaGenus,ClaSubgenus,ClaSpecies,ClaSubspecies,AutAuthorString,Ide2Qaulifier_tab,Ide2QualifierRank_tab
118540,Cerambycidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Cerambycidae,,,,,,,,indet.,family
202244,Donacia rottensis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Chrysomelidae,,,Donacia,,rottensis,,"Goecke, 1960",,species
202245,Donacia weylandi,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Chrysomelidae,,,Donacia,,weylandi,,"Goecke, 1960",,species
120486,Donacia sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Chrysomelidae,,,Donacia,,,,,sp.,genus
118538,Chrysomelidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Chrysomelidae,,,,,,,,indet.,family
119361,Coccinella sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Coccinellidae,,,Coccinella,,,,,sp.,genus
118537,Coccinellidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Coccinellidae,,,,,,,,indet.,family
207440,Larinus bronni,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Polyphaga,,Curculionoidea,Curculionidae,,,Larinus,,bronni,,"Heyden & Heyden, 1866",,species
207439,Larinus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Polyphaga,,Curculionoidea,Curculionidae,,,Larinus,,,,,sp.,genus
207162,Rhinocyllus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Polyphaga,,Curculionoidea,Curculionidae,,,Rhinocyllus,,,,"Germar, 1817",sp.,genus
207157,Curculionidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Polyphaga,,Curculionoidea,Curculionidae,,,,,,,,indet.,family
207159,Entiminae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Polyphaga,,Curculionoidea,Curculionidae,Entiminae,,,,,,,indet.,subfamily
207321,Cybocephalidae indet.,No,207320,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Cybocephalidae,,,,,,,,indet.,family
122961,Agabus hochi,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Adephaga,,,Dytiscidae,,,Agabus,,hochi,,,,species
202038,Agabus latus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Adephaga,,,Dytiscidae,,,Agabus,,latus,,"Statz, 1939",,species
206932,Agabus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Adephaga,,,Dytiscidae,,,Agabus,,,,,sp.,genus
207319,Calicovatellus petrodytes,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Adephaga,,,Dytiscidae,,,Calicovatellus,,petrodytes,,"Miller & Lubkin, 2001",,species
207318,Calicovatellus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Adephaga,,,Dytiscidae,,,Calicovatellus,,,,,sp.,genus
206931,Colymbetes sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Adephaga,,,Dytiscidae,,,Colymbetes,,,,,sp.,genus
206930,Cybister explanatus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Adephaga,,,Dytiscidae,,,Cybister,,explanatus,,LeConte,,species
206929,Cybister sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Adephaga,,,Dytiscidae,,,Cybister,,,,,sp.,genus
207328,Dytiscites sp.,No,118534,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Adephaga,,,Dytiscidae,,,Dytiscites,,,,,sp.,genus
202036,Hydroporus macularis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Adephaga,,,Dytiscidae,,,Hydroporus,,macularis,,"Statz, 1939",,species
122959,Hydroporus multipunctatus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Adephaga,,,Dytiscidae,,,Hydroporus,,multipunctatus,,,,species
119354,Hydroporus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Adephaga,,,Dytiscidae,,,Hydroporus,,,,,sp.,genus
202284,Oreodytes cryptolineatus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Adephaga,,,Dytiscidae,,,Oreodytes,,cryptolineatus,,"Statz, 1939",,species
201947,Oreodytes sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Adephaga,,,Dytiscidae,,,Oreodytes,,,,,sp.,genus
122957,Palaeogyrinus strigatus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Adephaga,,,Dytiscidae,,,Palaeogyrinus,,strigatus,,,,species
119352,Palaeogyrinus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Adephaga,,,Dytiscidae,,,Palaeogyrinus,,,,,sp.,genus
207218,Schistomerus californense,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Adephaga,,,Dytiscidae,,,Schistomerus,,californense,,"Palmer, 1957",,species
207216,Schistomerus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Adephaga,,,Dytiscidae,,,Schistomerus,,,,"Palmer, 1957",sp.,genus
206935,Tropisternus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Adephaga,,,Dytiscidae,,,Tropisternus,,,,,sp.,genus
118534,Dytiscidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Adephaga,,,Dytiscidae,,,,,,,,indet.,family
206771,Elateridae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Elateridae,,,,,,,,indet.,family
202285,Elmis decoratus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Elmidae,,,Elmis,,decoratus,,"(Statz, 1939)",,species
201948,Elmis sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Elmidae,,,Elmis,,,,,sp.,genus
202406,Helmis decoratus,No,202285,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Elmidae,,,Helmis,,decoratus,,"(Statz, 1939)",,species
202404,Helmis sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Elmidae,,,Helmis,,,,,sp.,genus
201907,Elmidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Elmidae,,,,,,,,indet.,family
202031,Geotrupes rottensis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Geotrupidae,,,Geotrupes,,rottensis,,"Statz, 1952",,species
119338,Geotrupes sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Geotrupidae,,,Geotrupes,,,,,sp.,genus
201908,Geotrupidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Geotrupidae,,,,,,,,indet.,family
206928,Halipus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Halipidae,,,Halipus,,,,,sp.,genus
206927,Halipidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Halipidae,,,,,,,,indet.,family
206947,Heterocerus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Heteroceridae,,,Heterocerus,,,,,sp.,genus
206946,Heteroceridae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Heteroceridae,,,,,,,,indet.,family
202390,Berosus capitatus,No,201994,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Hydrophilidae,,,Berosus,,capitatus,,"Statz, 1939",,species
119351,Berosus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Hydrophilidae,,,Berosus,,,,,sp.,genus
202033,Cymbiododyta austerus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Hydrophilidae,,,Cymbiododyta,,austerus,,"Statz, 1939",,species
119345,Cymbiododyta sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Hydrophilidae,,,Cymbiododyta,,,,,sp.,genus
202289,Hydrobiomorpha fraterna,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Hydrophilidae,,,Hydrobiomorpha,,fraterna,,"(Heyden, 1859)",,species
201952,Hydrobiomorpha sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Hydrophilidae,,,Hydrobiomorpha,,,,,sp.,genus
202407,Hydrophilus fraternus,No,202289,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Hydrophilidae,,,Hydrophilus,,fraternus,,"(Von Heyden, 1859)",,species
202408,Hydrophilus neptunus,No,202289,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Hydrophilidae,,,Hydrophilus,,neptunus,,"(von Heyden & von Heyden, 1866)",,species
202035,Hydrophilus rottensis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Hydrophilidae,,,Hydrophilus,,rottensis,,"(Statz, 1939)",,species
206934,Hydrophilus triangularis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Hydrophilidae,,,Hydrophilus,,triangularis,,Say,,species
119350,Hydrophilus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Hydrophilidae,,,Hydrophilus,,,,,sp.,genus
122954,Hydrous ebeninus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Hydrophilidae,,,Hydrous,,ebeninus,,,,species
202409,Hydrous rottensis,No,202035,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Hydrophilidae,,,Hydrous,,rottensis,,"(Statz, 1939)",,species
119349,Hydrous sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Hydrophilidae,,,Hydrous,,,,,sp.,genus
202034,Paracymus excitatus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Hydrophilidae,,,Paracymus,,excitatus,,"(Heyden & Heyden, 1866)",,species
119347,Paracymus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Hydrophilidae,,,Paracymus,,,,,sp.,genus
207150,Philydrus morticinus,No,201994,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Hydrophilidae,,,Philydrus,,morticinus,,"Heyden and Heyden, 1866",,species
207149,Philydrus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Hydrophilidae,,,Philydrus,,,,,sp.,genus
118533,Hydrophilidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Hydrophilidae,,,,,,,,indet.,family
122953,Ceruchites hahnei,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Polyphaga,,,Lucanidae,,,Ceruchites,,hahnei,,,,species
119344,Ceruchites sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Polyphaga,,,Lucanidae,,,Ceruchites,,,,,sp.,genus
118531,Lucanidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Polyphaga,,,Lucanidae,,,,,,,,indet.,family
122952,Mordella indata,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Mordellidae,,,Mordella,,indata,,,,species
122951,Mordella nigrapilosa,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Mordellidae,,,Mordella,,nigrapilosa,,,,species
119343,Mordella sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Mordellidae,,,Mordella,,,,,sp.,genus
118530,Mordellidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Mordellidae,,,,,,,,indet.,family
207323,Cybocephalus californicus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Nitidulidae,,,Cybocephalus,,californicus,,"Horn, 1879",,species
207322,Cybocephalus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Nitidulidae,,,Cybocephalus,,,,,sp.,genus
207320,Nitidulidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Nitidulidae,,,,,,,,indet.,family
122950,Ptilium tertiarium,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Polyphaga,,,Ptiliidae,,,Ptilium,,tertiarium,,,,species
119342,Ptilium sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Polyphaga,,,Ptiliidae,,,Ptilium,,,,,sp.,genus
118529,Ptiliidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Polyphaga,,,Ptiliidae,,,,,,,,indet.,family
122949,Aphodius helvolus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,Aphodius,,helvolus,,,,species
202032,Aphodius schlickumi,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,Aphodius,,schlickumi,,"Statz, 1952",,species
119341,Aphodius sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,Aphodius,,,,,sp.,genus
207489,Canthon praticola,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,Canthon,,praticola,,LeConte,,species
207453,Canthon simplex,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,Canthon,,simplex,,LeConte,,species
207450,Canthon sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,Canthon,,,,,sp.,genus
207474,Copris pristinus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,Copris,,pristinus,,"Pierce, 1946",,species
207473,Copris sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,Copris,,,,,sp.,genus
202030,Maladera spinitibialis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,Maladera,,spinitibialis,,"Statz, 1952",,species
119337,Maladera sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,Maladera,,,,,sp.,genus
119336,Melolontha sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,Melolontha,,,,,sp.,genus
207476,Onthophagus everestae,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,Onthophagus,,everestae,,"Pierce, 1946",,species
202410,Onthophagus muelleri,No,202029,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,Onthophagus,,muelleri,,"Statz, 1952",,species
202522,Onthophagus mulleri,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,Onthophagus,,mulleri,,,,species
202029,Onthophagus statzi,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,Onthophagus,,statzi,,"Krell, 1990",,species
119335,Onthophagus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,Onthophagus,,,,,sp.,genus
207519,Palaeocopris labreae,No,207517,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,Palaeocopris,,labreae,,"Pierce, 1946",,species
207518,Palaeocopris sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,Palaeocopris,,,,,sp.,genus
207517,Phanaeus labreae,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,Phanaeus,,labreae,,"(Pierce, 1946)",,species
207516,Phanaeus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,Phanaeus,,,,,sp.,genus
207538,Serica kanakoffi,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,Serica,,kanakoffi,,"Pierce, 1946",,species
207537,Serica sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,Serica,,,,,sp.,genus
118528,Scarabaeidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Scarabaeidae,,,,,,,,indet.,family
206938,Nicrophorus guttula,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Silphidae,,,Nicrophorus,,guttula,,Motschoulsky,,species
207559,Nicrophorus guttulus,No,206938,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Silphidae,,,Nicrophorus,,guttulus,,,,species
207557,Nicrophorus investigator,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Silphidae,,,Nicrophorus,,investigator,,,,species
206939,Nicrophorus marginatus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Silphidae,,,Nicrophorus,,marginatus,,Fabricius,,species
206940,Nicrophorus mckittricki,No,206939,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Silphidae,,,Nicrophorus,,mckittricki,,"Pierce, 1949",,species
207556,Nicrophorus nigrita,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Silphidae,,,Nicrophorus,,nigrita,,Mannerheim,,species
207562,Nicrophorus obtusiscutellum,No,206939,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Silphidae,,,Nicrophorus,,obtusiscutellum,,"Pierce, 1949",,species
206937,Nicrophorus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Silphidae,,,Nicrophorus,,,,,sp.,genus
207539,Silpha sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Silphidae,,,Silpha,,,,,sp.,genus
207542,Thanatophilus lapponica,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Silphidae,,,Thanatophilus,,lapponica,,(Herbst),,species
207541,Thanatophilus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Silphidae,,,Thanatophilus,,,,,sp.,genus
206936,Silphidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Silphidae,,,,,,,,indet.,family
207325,Carpelimus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Staphylinidae,,,Carpelimus,,,,,sp.,genus
207151,Decelle sp.,No,206941,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Staphylinidae,,,Decelle,,,,,sp.,genus
206942,Philonthus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Staphylinidae,,,Philonthus,,,,,sp.,genus
206941,Staphylinidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Staphylinidae,,,,,,,,indet.,family
207459,Coniontis abdominalis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Tenebrionidae,,,Coniontis,,abdominalis,,LeConte,,species
207460,Coniontis blissi,No,207459,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Tenebrionidae,,,Coniontis,,blissi,,"Pierce, 1954",,species
207467,Coniontis pectoralis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Tenebrionidae,,,Coniontis,,pectoralis,,,,species
207462,Coniontis tristis,No,207459,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Tenebrionidae,,,Coniontis,,tristis,,,,species
207458,Coniontis sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Tenebrionidae,,,Coniontis,,,,,sp.,genus
206949,Eleodes sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Tenebrionidae,,,Eleodes,,,,,sp.,genus
206954,Parasida mckittricki,No,206951,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Tenebrionidae,,,Parasida,,mckittricki,,"Pierce, 1954",,species
206952,Parasida sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Tenebrionidae,,,Parasida,,,,,sp.,genus
206951,Stenomorpha mckittricki,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Tenebrionidae,,,Stenomorpha,,mckittricki,,"(Pierce, 1954)",,species
206950,Stenomorpha sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Tenebrionidae,,,Stenomorpha,,,,,sp.,genus
206948,Tenebrionidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,Tenebrionidae,,,,,,,,indet.,family
207533,Trogidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Polyphaga,,,Trogidae,,,,,,,,indet.,family
118315,Coleoptera indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,,,,,,,,,,,,indet.,order
207326,Adephaga indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Adephaga,,,,,,,,,,,indet.,suborder
207327,Polyphaga indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Polyphaga,,,,,,,,,,,indet.,suborder
207154,Curculionoidea indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Coleoptera,Polyphaga,,Curculionoidea,,,,,,,,,indet.,superfamily
202286,Forficulites rottensis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Dermaptera,,,,Forficulidae,,,Forficulites,,rottensis,,"Statz, 1939",,species
201949,Forficulites sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Dermaptera,,,,Forficulidae,,,Forficulites,,,,,sp.,genus
201909,Forficulidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Dermaptera,,,,Forficulidae,,,,,,,,indet.,family
201896,Dermaptera indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Dermaptera,,,,,,,,,,,,indet.,order
201996,Stilobezzia (Acanthohelea) veterana,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Ceratopogonidae,,,Stilobezzia,Acanthohelea,veterana,,"(Meunier, 1920)",,species
201986,Stilobezzia (Acanthohelea) sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Ceratopogonidae,,,Stilobezzia,Acanthohelea,,,,sp.,subgenus
202380,Polyxena (Cordyla) rhenana,No,202302,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Mycetophilidae,,,Polyxena,Cordyla,rhenana,,"(Meunier, 1923)",,species
202379,Polyxena (Cordyla) sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Mycetophilidae,,,Polyxena,Cordyla,,,,sp.,subgenus
201997,Usia (Usia) atra,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Bombyliidae,,,Usia,Usia,atra,,"(Statz, 1940)",,species
201985,Usia (Usia) sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Bombyliidae,,,Usia,Usia,,,,sp.,subgenus
207308,Dasyhelea australis antiqua,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Ceratopogonidae,,,Dasyhelea,,australis,antiqua,"Palmer, 1957",,subspecies
202518,Plecia lapidaria nigra,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Bibionidae,,,Plecia,,lapidaria,nigra,"Statz, 1943",,subspecies
202212,Anthomyza rhenana,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Anthomyzidae,,,Anthomyza,,rhenana,,"Statz, 1940",,species
119541,Anthomyza sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Anthomyzidae,,,Anthomyza,,,,,sp.,genus
118618,Anthomyzidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Anthomyzidae,,,,,,,,indet.,family
202475,Paraclia tarsalis,No,202266,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Asilidae,,,Paraclia,,tarsalis,,"(Statz, 1940)",,species
202427,Paraclia sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Asilidae,,,Paraclia,,,,,sp.,genus
202266,Psilocurus tarsalis,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Asilidae,,,Psilocurus,,tarsalis,,"(Statz, 1940)",,species
121049,Psilocurus sp.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Asilidae,,,Psilocurus,,,,,sp.,genus
119156,Asilidae indet.,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Asilidae,,,,,,,,indet.,family
202433,Bibio aerosa,No,202204,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Bibionidae,,,Bibio,,aerosa,,"Statz, 1943",,species
202204,Bibio aerosus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Bibionidae,,,Bibio,,aerosus,,"Statz, 1943",,species
202205,Bibio auripes,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Bibionidae,,,Bibio,,auripes,,"Statz, 1943",,species
202210,Bibio comosella,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Bibionidae,,,Bibio,,comosella,,"Statz, 1943",,species
202206,Bibio compta,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Bibionidae,,,Bibio,,compta,,"Statz, 1943",,species
202203,Bibio germari,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Bibionidae,,,Bibio,,germari,,"Meunier, 1920",,species
206984,Bibio heydeni,No,118617,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Bibionidae,,,Bibio,,heydeni,,Meunier,,species
206768,Bibio infumatus,Yes,,Animalia,Arthropoda,Hexapoda,Insecta,,,Diptera,,,,Bibionidae,,,Bibio,,infumatus,,"Meunier, 1915",,species
