TaxTaxNo,EMUIRN,KINGDOM,PHYLUM,CLASS,ORDER,FAMILY,GENUS,SUBGENUS,SPECIES,TAXON,AITHOR,AITHOR1
7775,,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Clinocardium,(Clinocardium),yakatagense,Clinocardium (Clinocardium) yakatagense,"(Clark, 1932)",
524,,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Clinocardium,(Keenocardium),blandum,Clinocardium (Keenocardium) blandum,"(Gould, 1850)",
527,,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Clinocardium,(Keenocardium),californiense,Clinocardium (Keenocardium) californiense,"(Deshayes, 1839)",
545,,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Clinocardium,(Keenocardium),lispum,Clinocardium (Keenocardium) lispum,"Roth & Talmadge, 1975",
574,,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Clinocardium,(Keenocardium),sp.,Clinocardium (Keenocardium) sp.,,
7774,,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,Clinocardium,,sookensis,Clinocardium sookensis,"(Clark & Arnold, 1923)",
7191,,Animalia,Mollusca,Cephalopoda,Orthocerida,Clinoceratidae,Clinoceratidae,,indet.,Clinoceratidae indet.,,
11969,204481,Animalia,Mollusca,Gastropoda,Neogastropoda,Turridae,Clinura,,anassa,Clinura anassa,"Murphy & Rodda, 1960",
12468,203269,Animalia,Mollusca,Gastropoda,Neogastropoda,Turridae,Clinura,,sp.,Clinura sp.,,
7295,,Animalia,Porifera,Demospongiae,Hadromerida,Clionaidae,Clionaidae,,indet.,Clionaidae indet.,,
7367,,Ichnofossil,,,,,Clionoides,,isp.,Clionoides isp.,,
7368,,Ichnofossil,,,,,Clionolithes,,isp.,Clionolithes isp.,,
11245,204245,Animalia,Mollusca,Bivalvia,Venerida,Glossidae,Clisocolus,,corrugatus,Clisocolus corrugatus,"Popenoe, 1937",
11246,204246,Animalia,Mollusca,Bivalvia,Venerida,Glossidae,Clisocolus,,dubius,Clisocolus dubius,"(Gabb, 1864)",
11247,204247,Animalia,Mollusca,Bivalvia,Venerida,Glossidae,Clisocolus,,indubitus,Clisocolus indubitus,"Anderson, 1938",
12214,203270,Animalia,Mollusca,Bivalvia,Venerida,Glossidae,Clisocolus,,sp.,Clisocolus sp.,,
6434,,Animalia,Brachiopoda,Rhynchonellata,Orthida,Clitambonitidae,Clitambonitidae,,indet.,Clitambonitidae indet.,,
6852,,Animalia,Echinodermata,Crinoidea,Monobathrida,Clonocrinidae,Clonocrinidae,,indet.,Clonocrinidae indet.,,
7172,,Animalia,Mollusca,Cephalopoda,Nautilida,Clydonautilidae,Clydonautilidae,,indet.,Clydonautilidae indet.,,
7062,,Animalia,Mollusca,Cephalopoda,Ammonoidea,Clydoniceratidae,Clydoniceratidae,,indet.,Clydoniceratidae indet.,,
7063,,Animalia,Mollusca,Cephalopoda,Ammonoidea,Clydonitidae,Clydonitidae,,indet.,Clydonitidae indet.,,
7064,,Animalia,Mollusca,Cephalopoda,Ammonoidea,Clymeniidae,Clymeniidae,,indet.,Clymeniidae indet.,,
6894,,Animalia,Echinodermata,Echinoidea,Clypeasteroida,Clypeasteridae,Clypeasteridae,,indet.,Clypeasteridae indet.,,
6019,,Animalia,Echinodermata,Echinoidea,Clypeasteroida,,Clypeasteroida,,indet.,Clypeasteroida indet.,,
6886,,Animalia,Echinodermata,Echinoidea,Cassiduloida,Clypeidae,Clypeidae,,indet.,Clypeidae indet.,,
665,,Animalia,Mollusca,Gastropoda,,Cerithiidae,Clypeomorus,,bifasciata,Clypeomorus bifasciata,"(Sowerby II, 1855)",
704,,Animalia,Mollusca,Gastropoda,,Cerithiidae,Clypeomorus,,sp.,Clypeomorus sp.,,
7305,,Animalia,Porifera,Demospongiae,Lithistida,Cnemidiastridae,Cnemidiastridae,,indet.,Cnemidiastridae indet.,,
10152,,Animalia,Arthropoda,Trilobita,Ptychopariida,Raphiophoridae,Cnemidopyge,,nuda,Cnemidopyge nuda,"(Murchison, 1839)",
10195,,Animalia,Arthropoda,Trilobita,Ptychopariida,Raphiophoridae,Cnemidopyge,,sp.,Cnemidopyge sp.,,
12889,202889,Animalia,Cnidaria,,,,Cnidaria,,indet.,Cnidaria indet.,,
4899,,Animalia,Mollusca,Bivalvia,Anomalodesmata,Pandoridae,Coania,,rhypis,Coania rhypis,"(Pilsbry & Lowe, 1932)",
2909,,Animalia,Mollusca,Bivalvia,Anomalodesmata,Pandoridae,Coania,,sp.,Coania sp.,,
7490,,Protista,,Actinopoda,Radiolaria,Coccodiscidae,Coccodiscidae,,indet.,Coccodiscidae indet.,,
6722,,Animalia,Coelenterata,Anthozoa,Tabulata,Coccoserididae,Coccoserididae,,indet.,Coccoserididae indet.,,
850,,Animalia,Mollusca,Gastropoda,,Cocculinidae,Cocculina,,baxteri,Cocculina baxteri,"McLean, 1987",
852,,Animalia,Mollusca,Gastropoda,,Cocculinidae,Cocculina,,sp.,Cocculina sp.,,
851,,Animalia,Mollusca,Gastropoda,,Cocculinidae,Cocculinidae,,indet.,Cocculinidae indet.,,
7584,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cochlespiridae,Cochlespira,,cedonulli,Cochlespira cedonulli,"(Reeve, 1843)",
13001,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cochlespiridae,Cochlespira,,sp.,Cochlespira sp.,,
856,,Animalia,Mollusca,Gastropoda,Neogastropoda,Cochlespiridae,Cochlespiridae,,indet.,Cochlespiridae indet.,,
8109,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tornidae,Cochliolepis,,schoonerensis,Cochliolepis schoonerensis,"Moore, 1963",
1956,,Animalia,Mollusca,Bivalvia,Lucinida,Lucinidae,Codakia,,distinguenda,Codakia distinguenda,"(Tryon, 1872)",
1973,,Animalia,Mollusca,Bivalvia,Lucinida,Lucinidae,Codakia,,punctata,Codakia punctata,"(Linnaeus, 1758)",
1977,,Animalia,Mollusca,Bivalvia,Lucinida,Lucinidae,Codakia,,sp.,Codakia sp.,,
6776,,Animalia,Echinodermata,Blastoidea,Fissiculata,Codasteridae,Codasteridae,,indet.,Codasteridae indet.,,
6801,,Animalia,Echinodermata,Crinoidea,Cladida,Codiacrinidae,Codiacrinidae,,indet.,Codiacrinidae indet.,,
6669,,Animalia,Coelenterata,,,,Coelenterata,,indet.,Coelenterata indet.,,
6853,,Animalia,Echinodermata,Crinoidea,Monobathrida,Coelocrinidae,Coelocrinidae,,indet.,Coelocrinidae indet.,,
11410,204609,Animalia,Mollusca,Cephalopoda,Ammonoidea,Coelopoceratidae,Coelopoceras,,hyatti,Coelopoceras hyatti,"Anderson, 1958",
12274,203271,Animalia,Mollusca,Cephalopoda,Ammonoidea,Coelopoceratidae,Coelopoceras,,sp.,Coelopoceras sp.,,
12560,202973,Animalia,Mollusca,Cephalopoda,Ammonoidea,Coelopoceratidae,Coelopoceratidae,,indet.,Coelopoceratidae indet.,,
7327,,Animalia,Porifera,Hyalospongea,Lychniskida,Coeloptychiidae,Coeloptychiidae,,indet.,Coeloptychiidae indet.,,
6161,,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Coenagrionidae,,indet.,Coenagrionidae indet.,,
6723,,Animalia,Coelenterata,Anthozoa,Tabulata,Coenitidae,Coenitidae,,indet.,Coenitidae indet.,,
644,,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Coenocyathus,,bowersi,Coenocyathus bowersi,"Vaughan, 1906",
646,,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Coenocyathus,,sp.,Coenocyathus sp.,,
6106,118315,Animalia,Arthropoda,Insecta,Coleoptera,,Coleoptera,,indet.,Coleoptera indet.,,
7369,,Ichnofossil,,,,,Collenia,,isp.,Collenia isp.,,
10050,,Bacteria,Cyanophyla,,,Spongiostomata,Collenia,,sp.,Collenia sp.,,
10049,,Bacteria,Cyanophyla,,,Spongiostomata,Collenia,,undosa,Collenia undosa,"Walcott, 1914",
11411,203790,Animalia,Mollusca,Cephalopoda,Ammonoidea,Collignoniceratidae,Collignoniceras,(Selwynoceras),mexicanum,Collignoniceras (Selwynoceras) mexicanum,"(Böse, 1927)",
12275,203272,Animalia,Mollusca,Cephalopoda,Ammonoidea,Collignoniceratidae,Collignoniceras,,sp.,Collignoniceras sp.,,
11412,204610,Animalia,Mollusca,Cephalopoda,Ammonoidea,Collignoniceratidae,Collignoniceras,,woollgari,Collignoniceras woollgari,"(Mantell, 1822)",
7065,202974,Animalia,Mollusca,Cephalopoda,Ammonoidea,Collignoniceratidae,Collignoniceratidae,,indet.,Collignoniceratidae indet.,,
12561,202974,Animalia,Mollusca,Cephalopoda,Ammonoidea,Collignoniceratidae,Collignoniceratidae,,indet.,Collignoniceratidae indet.,,
865,203138,Animalia,Mollusca,Gastropoda,,Colloniidae,Colloniidae,,indet.,Colloniidae indet.,,
5067,,Animalia,Mollusca,Gastropoda,,Turritellidae,Colpospira,,algida,Colpospira algida,"(Melville & St&en, 1912)",
878,,Animalia,Mollusca,Gastropoda,Neogastropoda,Colubrariidae,Colubraria,,lucasensis,Colubraria lucasensis,"Strong & Hertlein, 1937",
880,,Animalia,Mollusca,Gastropoda,Neogastropoda,Colubrariidae,Colubraria,,procera,Colubraria procera,"(Sowerby, 1832)",
882,,Animalia,Mollusca,Gastropoda,Neogastropoda,Colubrariidae,Colubraria,,sp.,Colubraria sp.,,
877,203063,Animalia,Mollusca,Gastropoda,Neogastropoda,Colubrariidae,Colubrariidae,,indet.,Colubrariidae indet.,,
898,,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Columbella,,haemastoma,Columbella haemastoma,"Sowerby I, 1832",
903,,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Columbella,,labiosa,Columbella labiosa,"Sowerby I, 1822",
909,,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Columbella,,major,Columbella major,"Sowerby I, 1832",
932,,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Columbella,,sp.,Columbella sp.,,
945,,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Columbella,,strombiformis,Columbella strombiformis,"Lamarck, 1822",
902,,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Columbellidae,,indet.,Columbellidae indet.,,
13139,,Animalia,Arthropoda,Trilobita,Ptychaspidida,Ptychaspididae,Colyphaspis,,concava,Colyphaspis concava,"(Sundberg, 1994)",
6198,,Animalia,Arthropoda,Malacostraca,Decapoda,Componocancridae,Componocancridae,,indet.,Componocancridae indet.,,
3319,,Animalia,Mollusca,Gastropoda,Neogastropoda,Pseudomelatomidae,Compsodrillia,,alcestis,Compsodrillia alcestis,"(Dall, 1919)",
3326,,Animalia,Mollusca,Gastropoda,Neogastropoda,Pseudomelatomidae,Compsodrillia,,bicarinata,Compsodrillia bicarinata,"(Shasky, 1961)",
3338,,Animalia,Mollusca,Gastropoda,Neogastropoda,Pseudomelatomidae,Compsodrillia,,duplicata,Compsodrillia duplicata,"(Sowerby I, 1834)",
3343,,Animalia,Mollusca,Gastropoda,Neogastropoda,Pseudomelatomidae,Compsodrillia,,excentrica,Compsodrillia excentrica,"(Sowerby I, 1834)",
3347,,Animalia,Mollusca,Gastropoda,Neogastropoda,Pseudomelatomidae,Compsodrillia,,haliplexa,Compsodrillia haliplexa,"(Dall, 1919)",
3355,,Animalia,Mollusca,Gastropoda,Neogastropoda,Pseudomelatomidae,Compsodrillia,,jaculum,Compsodrillia jaculum,"(Pilsbry & Lowe, 1932)",
3365,,Animalia,Mollusca,Gastropoda,Neogastropoda,Pseudomelatomidae,Compsodrillia,,olssoni,Compsodrillia olssoni,"McLean & Poorman, 1971",
3374,,Animalia,Mollusca,Gastropoda,Neogastropoda,Pseudomelatomidae,Compsodrillia,,sp.,Compsodrillia sp.,,
7777,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Compsomyax,,angustifrons,Compsomyax angustifrons,"(Conrad, 1849)",
4669,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Compsomyax,,sp.,Compsomyax sp.,,
4707,,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Compsomyax,,subdiaphana,Compsomyax subdiaphana,"(Carpenter, 1864)",
6039,,Animalia,Arthropoda,,Bradoriida,Comptalutidae,Comptalutidae,,indet.,Comptalutidae indet.,,
9278,,Animalia,Arthropoda,Trilobita,Ptychopariida,Ptychaspididae,Conaspis,,perseus,Conaspis perseus,"(Hall, 1863)",
9279,,Animalia,Arthropoda,Trilobita,Ptychopariida,Ptychaspididae,Conaspis,,tumidus,Conaspis tumidus,"(Bell, Feniak, and Kurtz, 1952)",
973,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conasprella,,arcuata,Conasprella arcuata,"(Broderip & Sowerby I, 1829)",
1004,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conasprella,,sp.,Conasprella sp.,,
7255,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conasprella,,tornata,Conasprella tornata,"(Sowerby I, 1833)",
1014,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conasprella,,ximenes,Conasprella ximenes,"(Gray, 1839)",
179,,Animalia,Arthropoda,,Sessilia,Balanidae,Concavus,,concavus,Concavus concavus,"(Bronn, 1831)",
183,,Animalia,Arthropoda,,Sessilia,Balanidae,Concavus,,sp.,Concavus sp.,,
4287,,Animalia,Mollusca,Bivalvia,Lucinoida,Thyasiridae,Conchocele,,bisecta,Conchocele bisecta,"(Conrad, 1849)",
4289,,Animalia,Mollusca,Bivalvia,Lucinoida,Thyasiridae,Conchocele,,excavata,Conchocele excavata,"(Dall, 1901)",
5084,,Animalia,Mollusca,Bivalvia,Lucinoida,Thyasiridae,Conchocele,,folgeri,Conchocele folgeri,"(Wagner & Schilling, 1923)",
4301,205602,Animalia,Mollusca,Bivalvia,Lucinoida,Thyasiridae,Conchocele,,sp.,Conchocele sp.,,
5127,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Concholepas,,camerata,Concholepas camerata,"DeVries, 2000",
2284,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Concholepas,,concholepas,Concholepas concholepas,"(Bruguiére, 1789)",
7258,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Concholepas,,kieneri,Concholepas kieneri,"(Hupé, 1854)",
7259,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Concholepas,,nodosa,Concholepas nodosa,"Möricke, 1896",
2379,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Concholepas,,sp.,Concholepas sp.,,
6083,,Animalia,Arthropoda,Branchiopoda,Conchostraca,,Conchostraca,,indet.,Conchostraca indet.,,
7370,,Ichnofossil,,,,,Conchotrema,,isp.,Conchotrema isp.,,
7371,,Ichnofossil,,,,,Condranema,,isp.,Condranema isp.,,
954,,Animalia,Mollusca,Bivalvia,Carditoida,Condylocardiidae,Condylocardia,,digueti,Condylocardia digueti,"Lamy, 1917",
955,,Animalia,Mollusca,Bivalvia,Carditoida,Condylocardiidae,Condylocardia,,elongata,Condylocardia elongata,"Coan, 2003",
956,,Animalia,Mollusca,Bivalvia,Carditoida,Condylocardiidae,Condylocardia,,fernandina,Condylocardia fernandina,"Coan, 2003",
959,,Animalia,Mollusca,Bivalvia,Carditoida,Condylocardiidae,Condylocardia,,geigeri,Condylocardia geigeri,"Coan, 2003",
960,,Animalia,Mollusca,Bivalvia,Carditoida,Condylocardiidae,Condylocardia,,hippopus,Condylocardia hippopus,"(Mörch, 1861)",
962,,Animalia,Mollusca,Bivalvia,Carditoida,Condylocardiidae,Condylocardia,,kaiserae,Condylocardia kaiserae,"Coan, 2003",
963,,Animalia,Mollusca,Bivalvia,Carditoida,Condylocardiidae,Condylocardia,,koolsae,Condylocardia koolsae,"Coan, 2003",
6991,,Animalia,Mollusca,Bivalvia,Carditoida,Condylocardiidae,Condylocardia,,panamensis,Condylocardia panamensis,"Olsson, 1942",
968,,Animalia,Mollusca,Bivalvia,Carditoida,Condylocardiidae,Condylocardia,,sp.,Condylocardia sp.,,
969,,Animalia,Mollusca,Bivalvia,Carditoida,Condylocardiidae,Condylocardia,,sparsa,Condylocardia sparsa,"Coan, 2003",
961,,Animalia,Mollusca,Bivalvia,Carditoida,Condylocardiidae,Condylocardiidae,,indet.,Condylocardiidae indet.,,
9815,,Animalia,Arthropoda,Trilobita,Agnostida,Condylopygidae,Condylopygidae,,indet.,Condylopygidae indet.,,
12015,204573,Animalia,Mollusca,Gastropoda,Ptenoglossa,Epitoniidae,Confusiscala,,juvenca,Confusiscala juvenca,"Saul & Popenoe, 1993",
12014,204572,Animalia,Mollusca,Gastropoda,Ptenoglossa,Epitoniidae,Confusiscala,,newcombii,Confusiscala newcombii,"(Whiteaves, 1903)",
12484,203273,Animalia,Mollusca,Gastropoda,Ptenoglossa,Epitoniidae,Confusiscala,,sp.,Confusiscala sp.,,
12016,204574,Animalia,Mollusca,Gastropoda,Ptenoglossa,Epitoniidae,Confusiscala,,sulfurea,Confusiscala sulfurea,"Saul & Popenoe, 1993",
982,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conidae,,indet.,Conidae indet.,,
13283,207459,Animalia,Arthropoda,Insecta,	Coleoptera,Tenebrionidae,Coniontis,,abdominalis,Coniontis abdominalis,"LeConte, 1859",
13305,207467,Animalia,Arthropoda,Insecta,	Coleoptera,Tenebrionidae,Coniontis,,pectoralis,Coniontis pectoralis,"Casey, 1908",
13285,207462,Animalia,Arthropoda,Insecta,	Coleoptera,Tenebrionidae,Coniontis,,tristis,Coniontis tristis,"Casey, 1908",
6515,,Animalia,Brachiopoda,Rhynchonellata,Spiriferida,Conispiriferidae,Conispiriferidae,,indet.,Conispiriferidae indet.,,
9312,,Animalia,Arthropoda,Trilobita,Ptychopariida,Conocoryphidae,Conocephalites,,sp.,Conocephalites sp.,,
6915,,Animalia,Echinodermata,Echinoidea,Holectypoida,Conoclypidae,Conoclypidae,,indet.,Conoclypidae indet.,,
9311,,Animalia,Arthropoda,Trilobita,Ptychopariida,Conocoryphidae,Conocoryphe,,sulzeri,Conocoryphe sulzeri,"(Schlotheim, 1823)",
6322,,Animalia,Arthropoda,Trilobita,Ptychopariida,Conocoryphidae,Conocoryphidae,,indet.,Conocoryphidae indet.,,
6765,,Animalia,Conodonta,,Conodontophorida,,Conodontophorida,,indet.,Conodontophorida indet.,,
10165,,Animalia,Arthropoda,Trilobita,Lichida,Lichidae,Conolichas,,pustulosus,Conolichas pustulosus,"(Hall, 1859)",
12727,,Animalia,Arthropoda,,Sessilia,Archaeobalanidae,Conopea,,galeata,Conopea galeata,"(Linnaeus, 1771)",
12710,,Animalia,Arthropoda,,Sessilia,Archaeobalanidae,Conopea,,sp.,Conopea sp.,,
12934,,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Conopeum,,osburni,Conopeum osburni,"Soule et al., 1996",
12936,,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Conopeum,,sp.,Conopeum sp.,,
9983,,Bacteria,Cyanophyta,,,Cyanophyta,Conophyton,,sp.,Conophyton sp.,,
7372,,Ichnofossil,,,,,Conopsoides,,isp.,Conopsoides isp.,,
7373,,Ichnofossil,,,,,Conostichus,,isp.,Conostichus isp.,,
6659,,Animalia,Bryozoa,Gymnolaemata,Trepostomata,Constellariidae,Constellariidae,,indet.,Constellariidae indet.,,
6764,,Animalia,Coelenterata,Scyphozoa,Conulariida,Conulariidae,Conulariidae,,indet.,Conulariidae indet.,,
6916,,Animalia,Echinodermata,Echinoidea,Holectypoida,Conulidae,Conulidae,,indet.,Conulidae indet.,,
972,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,archon,Conus archon,"Broderip, 1833",
974,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,brunneus,Conus brunneus,"Wood, 1828",
976,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,dalli,Conus dalli,"Stearns, 1873",
977,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,diadema,Conus diadema,"Sowerby I, 1834",
978,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,fergusoni,Conus fergusoni,"Sowerby II, 1873",
980,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,gladiator,Conus gladiator,"Broderip, 1833",
7586,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,hayesi,Conus hayesi,"Arnold, 1910",
988,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,multiliratus,Conus multiliratus,"Böse, 1906",
990,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,nux,Conus nux,"Broderip, 1833",
991,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,orion,Conus orion,"Broderip, 1833",
7572,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,owenianus,Conus owenianus,"Anderson, 1905",
993,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,planiliratus,Conus planiliratus,"Sowerby I, 1850",
994,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,poormani,Conus poormani,"Berry, 1968",
995,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,princeps,Conus princeps,"Linnaeus, 1758",
996,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,purpurascens,Conus purpurascens,"Sowerby I, 1833",
998,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,recurvus,Conus recurvus,"Broderip, 1833",
999,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,regularis,Conus regularis,"Sowerby I, 1833",
1005,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,sp.,Conus sp.,,
1008,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,spurius,Conus spurius,"Gmelin, 1791",
1012,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,virgatus,Conus virgatus,"Reeve, 1849",
1013,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,,vittatus,Conus vittatus,"Hwass in Bruguière, 1792",
3101,,Animalia,Mollusca,Bivalvia,Veneroida,Petricolidae,Cooperella,,atlantica,Cooperella atlantica,"(Carpenter, 1864)",
3121,,Animalia,Mollusca,Bivalvia,Veneroida,Petricolidae,Cooperella,,sp.,Cooperella sp.,,
3129,,Animalia,Mollusca,Bivalvia,Veneroida,Petricolidae,Cooperella,,subdiaphana,Cooperella subdiaphana,"(Carpenter, 1864)",
10135,,Animalia,Arthropoda,Trilobita,Ptychopariida,Coosellidae,Coosella,,sp.,Coosella sp.,,
6323,,Animalia,Arthropoda,Trilobita,Ptychopariida,Coosellidae,Coosellidae,,indet.,Coosellidae indet.,,
9470,,Animalia,Arthropoda,Trilobita,Ptychopariida,Asaphiscidae,Coosia,,sp.,Coosia sp.,,
13090,206537,Animalia,Mollusca,Gastropoda,Neogastropoda,Tudiclidae,Cophocara,,stewarti,Cophocara stewarti,"Zinsmeister, 1983",
12910,,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Calloporidae,Copidozoum,,adamantum,Copidozoum adamantum,"Soule et al., 1996",
12920,,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Calloporidae,Copidozoum,,protectum,Copidozoum protectum,"(Hincks, 1882)",
12925,,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Calloporidae,Copidozoum,,sp.,Copidozoum sp.,,
7374,,Ichnofossil,,,,,Copperia,,isp.,Copperia isp.,,
11069,204046,Animalia,Mollusca,Bivalvia,Hippuritida,Caprinidae,Coralliochama,,orcutti,Coralliochama orcutti,"White, 1885",
12171,203274,Animalia,Mollusca,Bivalvia,Hippuritida,Caprinidae,Coralliochama,,sp.,Coralliochama sp.,,
2286,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Coralliophila,,costata,Coralliophila costata,"(Blainville, 1832)",
2336,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Coralliophila,,monodonta,Coralliophila monodonta,"(Blainville, 1832)",
2342,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Coralliophila,,nux,Coralliophila nux,"(Reeve, 1846)",
2380,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Coralliophila,,sp.,Coralliophila sp.,,
11236,204248,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,,astartoides,Corbicula astartoides,"Dailey & Popenoe, 1966",
12210,203275,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,,sp.,Corbicula sp.,,
9444,,Animalia,Arthropoda,Trilobita,Ptychopariida,Eurekiidae,Corbinia,,sp.,Corbinia sp.,,
11089,204067,Animalia,Mollusca,Bivalvia,Myida,Corbulidae,Corbula,,filosa,Corbula filosa,"Stanton, 1895",
11090,206153,Animalia,Mollusca,Bivalvia,Myida,Corbulidae,Corbula,,parilis,Corbula parilis,Gabb,
1043,203276,Animalia,Mollusca,Bivalvia,Myoida,Corbulidae,Corbula,,sp.,Corbula sp.,,
1049,,Animalia,Mollusca,Bivalvia,Myoida,Corbulidae,Corbula,,speciosa,Corbula speciosa,"Reeve, 1843",
1030,203054,Animalia,Mollusca,Bivalvia,Myoida,Corbulidae,Corbulidae,,indet.,Corbulidae indet.,,
9775,,Animalia,Arthropoda,Trilobita,Ptychopariida,Brachymetopidae,Cordania,,falcata,Cordania falcata,"(Whittington, 1960)",
13352,,Animalia,Arthropoda,Trilobita,Ptychopariida,Brachymetopidae,Cordania,,sp.,Cordania sp.,,
12896,204169,Animalia,Mollusca,Bivalvia,Pteriida,Inoceramidae,Cordiceramus,,cordiformis,Cordiceramus cordiformis,"(Sowerby, 1823)",
6141,118562,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Coreidae,,indet.,Coreidae indet.,,
1524,,Animalia,Mollusca,Gastropoda,,Fissurellidae,Cornisepta,,pacifica,Cornisepta pacifica,"(Cowan, 1969)",
1537,,Animalia,Mollusca,Gastropoda,,Fissurellidae,Cornisepta,,sp.,Cornisepta sp.,,
7342,,Animalia,Sipunculoida,,,Cornulitidae,Cornulitidae,,indet.,Cornulitidae indet.,,
10199,,Animalia,Arthropoda,Trilobita,Ptychopariida,Proetidae,Cornuproetus,,cornutus,Cornuproetus cornutus,"(Goldfuss, 1843)",
3765,,Animalia,Mollusca,Gastropoda,,Scissurellidae,Coronadoa,,depressa,Coronadoa depressa,"Geiger & McLean, 2010",
3770,,Animalia,Mollusca,Gastropoda,,Scissurellidae,Coronadoa,,simonsae,Coronadoa simonsae,"Bartsch, 1946",
3771,,Animalia,Mollusca,Gastropoda,,Scissurellidae,Coronadoa,,sp.,Coronadoa sp.,,
