index,SitSiteNumber,AdmOriginalData 1,AdmOriginalData 4,IPCollName_tab 1,IPCollName_tab 2,IPCollName_tab 3,IPCollName_tab 4,IPCollName_tab,IPCollName_tab (verbatim),IPStartDate0,IPEndDate0,Date (verbatim)
27724,LACMIP 23583,VERBATIM COLLECTOR NAME: T. McCullough; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: T. R. McCullough,T. McCullough,,,,T. McCullough,T. McCullough,1956-06-01,1956-08-31,Summer 1956
27725,LACMIP 23584,VERBATIM COLLECTOR NAME: T. McCullough; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: T. R. McCullough,T. McCullough,,,,T. McCullough,T. McCullough,1956-06-01,1956-08-31,Summer 1956
27726,LACMIP 23585,VERBATIM COLLECTOR NAME: T. McCullough; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: T. R. McCullough,T. McCullough,,,,T. McCullough,T. McCullough,1956-06-01,1956-08-31,Summer 1956
27727,LACMIP 23586,VERBATIM COLLECTOR NAME: T. McCullough; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: T. R. McCullough,T. McCullough,,,,T. McCullough,T. McCullough,1956-06-01,1956-08-31,Summer 1956
27728,LACMIP 23587,VERBATIM COLLECTOR NAME: T. McCullough; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: T. R. McCullough,T. McCullough,,,,T. McCullough,T. McCullough,1956-06-01,1956-08-31,Summer 1956
27729,LACMIP 23588,VERBATIM COLLECTOR NAME: T. McCullough; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: T. R. McCullough,T. McCullough,,,,T. McCullough,T. McCullough,1956-06-01,1956-08-31,Summer 1956
27730,LACMIP 23589,VERBATIM COLLECTOR NAME: T. McCullough; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: T. R. McCullough,T. McCullough,,,,T. McCullough,T. McCullough,1956-06-01,1956-08-31,Summer 1956
27731,LACMIP 23590,VERBATIM COLLECTOR NAME: T. McCullough; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: T. R. McCullough,T. McCullough,,,,T. McCullough,T. McCullough,1956-06-01,1956-08-31,Summer 1956
27732,LACMIP 23591,VERBATIM COLLECTOR NAME: T. McCullough; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: T. R. McCullough,T. McCullough,,,,T. McCullough,T. McCullough,1956-06-01,1956-08-31,Summer 1956
27733,LACMIP 23592,VERBATIM COLLECTOR NAME: T. McCullough; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: T. R. McCullough,T. McCullough,,,,T. McCullough,T. McCullough,1956-06-01,1956-08-31,Summer 1956
27734,LACMIP 23593,VERBATIM COLLECTOR NAME: T. McCullough; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: T. R. McCullough,T. McCullough,,,,T. McCullough,T. McCullough,1956-06-01,1956-08-31,Summer 1956
27735,LACMIP 23594,VERBATIM COLLECTOR NAME: T. McCullough; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: T. R. McCullough,T. McCullough,,,,T. McCullough,T. McCullough,1956-06-01,1956-08-31,Summer 1956
27742,LACMIP 23658,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27743,LACMIP 23659,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27744,LACMIP 23660,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27745,LACMIP 23661,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27746,LACMIP 23662,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27747,LACMIP 23663,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27748,LACMIP 23664,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27749,LACMIP 23665,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27750,LACMIP 23666,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27751,LACMIP 23667,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27752,LACMIP 23668,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27753,LACMIP 23669,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27754,LACMIP 23670,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27755,LACMIP 23671,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27756,LACMIP 23672,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27757,LACMIP 23673,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27758,LACMIP 23674,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27759,LACMIP 23675,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27760,LACMIP 23676,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27761,LACMIP 23677,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27762,LACMIP 23678,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27763,LACMIP 23679,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27764,LACMIP 23680,VERBATIM COLLECTOR NAME: G. Hetherington; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: G. Hetherington,G. Hetherington,,,,G. Hetherington,G. Hetherington,1956-06-01,1956-08-31,Summer 1956
27766,LACMIP 23684,VERBATIM COLLECTOR NAME: R. Badger; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: R. Badger,R. Badger,,,,R. Badger,R. Badger,1956-06-01,1956-08-31,Summer 1956
27767,LACMIP 23685,VERBATIM COLLECTOR NAME: R. Badger; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: R. Badger,R. Badger,,,,R. Badger,R. Badger,1956-06-01,1956-08-31,Summer 1956
27768,LACMIP 23686,VERBATIM COLLECTOR NAME: R. Badger; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: R. Badger,R. Badger,,,,R. Badger,R. Badger,1956-06-01,1956-08-31,Summer 1956
27769,LACMIP 23687,VERBATIM COLLECTOR NAME: R. Badger; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: R. Badger,R. Badger,,,,R. Badger,R. Badger,1956-06-01,1956-08-31,Summer 1956
27770,LACMIP 23688,VERBATIM COLLECTOR NAME: R. Badger; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: R. Badger,R. Badger,,,,R. Badger,R. Badger,1956-06-01,1956-08-31,Summer 1956
27771,LACMIP 23689,VERBATIM COLLECTOR NAME: R. Badger; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: R. Badger,R. Badger,,,,R. Badger,R. Badger,1956-06-01,1956-08-31,Summer 1956
27772,LACMIP 23690,VERBATIM COLLECTOR NAME: R. Badger; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: R. Badger,R. Badger,,,,R. Badger,R. Badger,1956-06-01,1956-08-31,Summer 1956
27773,LACMIP 23691,VERBATIM COLLECTOR NAME: R. Badger; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: R. Badger,R. Badger,,,,R. Badger,R. Badger,1956-06-01,1956-08-31,Summer 1956
27774,LACMIP 23692,VERBATIM COLLECTOR NAME: R. Badger; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: R. Badger,R. Badger,,,,R. Badger,R. Badger,1956-06-01,1956-08-31,Summer 1956
27785,LACMIP 23703,VERBATIM COLLECTOR NAME: R. Badger; VERBATIM COLLECTING DATE: Summer 1956,FORMATTED COLLECTOR NAME: R. Badger,R. Badger,,,,R. Badger,R. Badger,1956-06-01,1956-08-31,Summer 1956
